-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.68%       4.125ms        17.90%     107.825ms     673.906us       0.000us         0.00%     292.178ms       1.826ms           160  
                                   ConvolutionBackward0         0.29%       1.765ms        16.50%      99.372ms     621.075us       0.000us         0.00%     280.387ms       1.752ms           160  
                             aten::convolution_backward         7.33%      44.178ms        16.20%      97.607ms     610.044us     280.387ms        44.73%     280.387ms       1.752ms           160  
                                           aten::conv2d         0.10%     591.000us         4.23%      25.472ms     159.200us       0.000us         0.00%     107.904ms     674.400us           160  
                                      aten::convolution         0.25%       1.507ms         4.13%      24.881ms     155.506us       0.000us         0.00%     107.904ms     674.400us           160  
                                     aten::_convolution         0.16%     989.000us         3.88%      23.374ms     146.088us       0.000us         0.00%     107.904ms     674.400us           160  
                                aten::cudnn_convolution         2.78%      16.746ms         3.72%      22.385ms     139.906us     107.904ms        17.22%     107.904ms     674.400us           160  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.59%       3.552ms         4.22%      25.394ms     158.713us       0.000us         0.00%      58.730ms     367.062us           160  
                                CudnnBatchNormBackward0         0.22%       1.331ms         3.63%      21.842ms     136.512us       0.000us         0.00%      58.730ms     367.062us           160  
                        aten::cudnn_batch_norm_backward         1.58%       9.517ms         3.41%      20.511ms     128.194us      58.730ms         9.37%      58.730ms     367.062us           160  
     maxwell_scudnn_128x32_stridedB_splitK_medium_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us      57.746ms         9.21%      57.746ms       1.805ms            32  
                                       aten::batch_norm         0.07%     396.000us         2.40%      14.439ms      90.244us       0.000us         0.00%      35.796ms     223.725us           160  
                           aten::_batch_norm_impl_index         0.09%     530.000us         2.33%      14.043ms      87.769us       0.000us         0.00%      35.796ms     223.725us           160  
                                 aten::cudnn_batch_norm         1.10%       6.619ms         2.24%      13.513ms      84.456us      35.796ms         5.71%      35.796ms     223.725us           160  
                               Optimizer.step#Adam.step         6.14%      36.957ms        47.28%     284.797ms      35.600ms       0.000us         0.00%      34.062ms       4.258ms             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      31.800ms         5.07%      31.800ms      28.393us          1120  
                                maxwell_sgemm_32x128_nt         0.00%       0.000us         0.00%       0.000us       0.000us      30.449ms         4.86%      30.449ms     422.903us            72  
     autograd::engine::evaluate_function: ReluBackward0         0.31%       1.875ms         1.70%      10.235ms      75.257us       0.000us         0.00%      29.485ms     216.801us           136  
                                          ReluBackward0         0.20%       1.183ms         1.39%       8.360ms      61.471us       0.000us         0.00%      29.485ms     216.801us           136  
