-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                               aten::mm         1.64%      51.057ms         2.65%      82.325ms      35.363us     903.094ms        29.24%     903.094ms     387.927us          2328  
       autograd::engine::evaluate_function: MmBackward0         0.30%       9.463ms         2.91%      90.490ms     116.611us       0.000us         0.00%     612.846ms     789.750us           776  
                                            MmBackward0         0.33%      10.354ms         2.61%      81.027ms     104.416us       0.000us         0.00%     612.846ms     789.750us           776  
                                              aten::bmm         0.56%      17.504ms         0.82%      25.330ms      29.317us     534.036ms        17.29%     534.036ms     618.097us           864  
                                           aten::matmul         0.35%      10.889ms         2.70%      83.962ms      78.912us       0.000us         0.00%     506.824ms     476.338us          1064  
                                             aten::add_         1.85%      57.621ms         3.51%     109.103ms      25.116us     374.372ms        12.12%     374.372ms      86.181us          4344  
      autograd::engine::evaluate_function: BmmBackward0         0.12%       3.800ms         0.83%      25.809ms      89.615us       0.000us         0.00%     336.555ms       1.169ms           288  
                                           BmmBackward0         0.10%       3.027ms         0.71%      22.009ms      76.420us       0.000us         0.00%     336.555ms       1.169ms           288  
                                 sgemm_128x128x8_NN_vec         0.00%       0.000us         0.00%       0.000us       0.000us     320.908ms        10.39%     320.908ms     413.541us           776  
                                           aten::linear         0.10%       3.152ms         1.68%      52.197ms      67.264us       0.000us         0.00%     290.248ms     374.031us           776  
                                 sgemm_128x128x8_NT_vec         0.00%       0.000us         0.00%       0.000us       0.000us     290.248ms         9.40%     290.248ms     374.031us           776  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     287.007ms         9.29%     287.007ms       2.392ms           120  
autograd::engine::evaluate_function: SoftmaxBackward...         0.04%       1.256ms         0.33%      10.251ms      71.188us       0.000us         0.00%     240.316ms       1.669ms           144  
                                       SoftmaxBackward0         0.03%     896.000us         0.29%       8.995ms      62.465us       0.000us         0.00%     240.316ms       1.669ms           144  
                           aten::_softmax_backward_data         0.10%       3.234ms         0.26%       8.099ms      56.243us     120.334ms         3.90%     240.316ms       1.669ms           144  
                                maxwell_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     232.572ms         7.53%     232.572ms     269.181us           864  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     220.319ms         7.13%     220.319ms      67.666us          3256  
                                              aten::mul         1.70%      52.815ms         2.45%      76.237ms      27.463us     210.120ms         6.80%     210.120ms      75.692us          2776  
                                maxwell_sgemm_128x64_tn         0.00%       0.000us         0.00%       0.000us       0.000us     198.377ms         6.42%     198.377ms     688.809us           288  
