-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.19%      13.650ms        12.23%     898.528ms       1.387ms       0.000us         0.00%        4.212s       6.500ms           648  
                                   ConvolutionBackward0         0.07%       5.297ms        12.04%     884.706ms       1.365ms       0.000us         0.00%        4.204s       6.488ms           648  
                             aten::convolution_backward         2.48%     182.015ms        11.97%     879.409ms       1.357ms        4.110s        53.17%        4.204s       6.488ms           648  
                                           aten::conv2d         0.02%       1.806ms         1.65%     121.117ms     186.909us       0.000us         0.00%        1.442s       2.225ms           648  
                                      aten::convolution         0.08%       5.705ms         1.62%     119.311ms     184.122us       0.000us         0.00%        1.442s       2.225ms           648  
                                     aten::_convolution         0.09%       6.938ms         1.55%     113.606ms     175.318us       0.000us         0.00%        1.442s       2.225ms           648  
void cudnn::ops::genericTranspose_kernel<float, floa...         0.00%       0.000us         0.00%       0.000us       0.000us        1.273s        16.47%        1.273s       1.808ms           704  
                                aten::cudnn_convolution         0.91%      66.979ms         1.26%      92.223ms     142.319us        1.267s        16.39%        1.267s       1.955ms           648  
    maxwell_scudnn_128x128_stridedB_splitK_medium_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us     893.329ms        11.56%     893.329ms       3.018ms           296  
                                              aten::mul         0.61%      45.165ms         3.46%     254.298ms     106.669us     714.116ms         9.24%     714.116ms     299.545us          2384  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     613.874ms         7.94%     613.874ms     146.719us          4184  
      autograd::engine::evaluate_function: MulBackward0         0.20%      14.642ms         4.08%     299.728ms     221.692us       0.000us         0.00%     578.256ms     427.704us          1352  
              maxwell_scudnn_128x64_relu_interior_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us     532.368ms         6.89%     532.368ms       1.957ms           272  
                                           MulBackward0         0.08%       6.160ms         3.26%     239.581ms     177.205us       0.000us         0.00%     524.601ms     388.018us          1352  
             maxwell_scudnn_128x64_stridedB_small_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us     467.819ms         6.05%     467.819ms       2.658ms           176  
void wgrad_alg0_engine<float, 128, 6, 8, 3, 3, 5, fa...         0.00%       0.000us         0.00%       0.000us       0.000us     436.125ms         5.64%     436.125ms       7.788ms            56  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     361.508ms         4.68%     361.508ms      40.383us          8952  
                                 maxwell_sgemm_64x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     355.025ms         4.59%     355.025ms     219.694us          1616  
