-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
    autograd::engine::evaluate_function: AddmmBackward0         0.27%      10.353ms         2.41%      93.410ms     238.291us       0.000us         0.00%        1.477s       3.769ms           392  
                                         AddmmBackward0         0.17%       6.691ms         1.45%      56.080ms     143.061us       0.000us         0.00%        1.401s       3.574ms           392  
                                               aten::mm         0.61%      23.759ms         0.99%      38.374ms      48.946us        1.401s        35.50%        1.401s       1.787ms           784  
                                           aten::linear         0.07%       2.716ms         7.06%     273.757ms     698.360us       0.000us         0.00%     878.414ms       2.241ms           392  
                                            aten::addmm         0.37%      14.273ms         6.84%     265.199ms     676.528us     878.414ms        22.25%     878.414ms       2.241ms           392  
                                 sgemm_128x128x8_NT_vec         0.00%       0.000us         0.00%       0.000us       0.000us     813.075ms        20.60%     813.075ms       2.117ms           384  
                                 sgemm_128x128x8_NN_vec         0.00%       0.000us         0.00%       0.000us       0.000us     810.246ms        20.53%     810.246ms       2.110ms           384  
                                maxwell_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     438.380ms        11.11%     438.380ms       1.118ms           392  
                                              aten::bmm         0.34%      12.991ms         2.65%     102.871ms     178.595us     401.374ms        10.17%     401.374ms     696.830us           576  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     277.596ms         7.03%     277.596ms      47.534us          5840  
      autograd::engine::evaluate_function: BmmBackward0         0.08%       3.070ms         0.58%      22.320ms     116.250us       0.000us         0.00%     266.385ms       1.387ms           192  
                                           BmmBackward0         0.07%       2.585ms         0.50%      19.250ms     100.260us       0.000us         0.00%     266.385ms       1.387ms           192  
autograd::engine::evaluate_function: SelectBackward0...         0.14%       5.304ms         1.06%      41.059ms     138.713us       0.000us         0.00%     258.813ms     874.368us           296  
                                              aten::add         0.82%      31.803ms        18.43%     714.384ms     324.720us     250.363ms         6.34%     250.363ms     113.801us          2200  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     227.749ms         5.77%     227.749ms     210.879us          1080  
                                            aten::copy_         0.30%      11.490ms         3.58%     138.743ms     156.242us     195.338ms         4.95%     195.338ms     219.975us           888  
                               maxwell_sgemm_128x128_nt         0.00%       0.000us         0.00%       0.000us       0.000us     194.437ms         4.93%     194.437ms       2.025ms            96  
                                           aten::matmul         0.05%       2.023ms         4.50%     174.412ms     908.396us       0.000us         0.00%     193.506ms       1.008ms           192  
                                              aten::mul         0.16%       6.392ms         1.48%      57.434ms     199.424us     166.879ms         4.23%     166.879ms     579.441us           288  
