-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.71%      16.706ms        14.98%     354.664ms     369.442us       0.000us         0.00%     793.155ms     826.203us           960  
                                   ConvolutionBackward0         0.36%       8.523ms        14.27%     337.958ms     352.040us       0.000us         0.00%     793.155ms     826.203us           960  
                             aten::convolution_backward         9.96%     235.756ms        13.91%     329.435ms     343.161us     792.066ms        36.94%     793.155ms     826.203us           960  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.81%      19.109ms         5.11%     120.992ms     124.992us       0.000us         0.00%     306.468ms     316.599us           968  
                                CudnnBatchNormBackward0         0.29%       6.895ms         4.30%     101.883ms     105.251us       0.000us         0.00%     306.468ms     316.599us           968  
                        aten::cudnn_batch_norm_backward         1.97%      46.724ms         4.01%      94.988ms      98.128us     306.468ms        14.29%     306.468ms     316.599us           968  
                                           aten::conv2d         0.11%       2.697ms         4.92%     116.383ms     121.232us       0.000us         0.00%     234.447ms     244.216us           960  
                                      aten::convolution         0.34%       8.136ms         4.80%     113.686ms     118.423us       0.000us         0.00%     234.447ms     244.216us           960  
                                     aten::_convolution         0.22%       5.281ms         4.46%     105.550ms     109.948us       0.000us         0.00%     234.447ms     244.216us           960  
                                aten::cudnn_convolution         3.44%      81.384ms         4.24%     100.269ms     104.447us     234.447ms        10.93%     234.447ms     244.216us           960  
                                       aten::batch_norm         0.08%       1.789ms         3.02%      71.536ms      73.901us       0.000us         0.00%     190.301ms     196.592us           968  
                           aten::_batch_norm_impl_index         0.12%       2.863ms         2.95%      69.747ms      72.053us       0.000us         0.00%     190.301ms     196.592us           968  
                                 aten::cudnn_batch_norm         1.44%      34.070ms         2.83%      66.884ms      69.095us     190.301ms         8.88%     190.301ms     196.592us           968  
void wgrad_alg0_engine<float, 128, 6, 7, 3, 3, 5, fa...         0.00%       0.000us         0.00%       0.000us       0.000us     187.501ms         8.75%     187.501ms     478.319us           392  
     autograd::engine::evaluate_function: ReluBackward0         0.45%      10.652ms         2.25%      53.358ms      55.122us       0.000us         0.00%     183.815ms     189.892us           968  
                                          ReluBackward0         0.29%       6.829ms         1.80%      42.706ms      44.118us       0.000us         0.00%     183.815ms     189.892us           968  
                               aten::threshold_backward         1.03%      24.447ms         1.52%      35.877ms      37.063us     183.815ms         8.57%     183.815ms     189.892us           968  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     183.815ms         8.57%     183.815ms     189.892us           968  
             maxwell_scudnn_128x64_stridedB_small_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us     148.393ms         6.92%     148.393ms     331.234us           448  
