-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         2.21%      38.748ms        41.67%     729.193ms     219.108us       0.000us         0.00%     521.739ms     156.773us          3328  
                                   ConvolutionBackward0         0.96%      16.819ms        38.29%     670.092ms     201.350us       0.000us         0.00%     517.540ms     155.511us          3328  
                             aten::convolution_backward        22.79%     398.823ms        37.33%     653.273ms     196.296us     462.739ms        48.05%     517.540ms     155.511us          3328  
                                           aten::conv2d         0.57%       9.971ms        25.76%     450.845ms     135.470us       0.000us         0.00%     185.173ms      55.641us          3328  
                                      aten::convolution         1.46%      25.473ms        25.19%     440.874ms     132.474us       0.000us         0.00%     185.173ms      55.641us          3328  
                                     aten::_convolution         1.87%      32.790ms        23.74%     415.401ms     124.820us       0.000us         0.00%     185.173ms      55.641us          3328  
                                aten::cudnn_convolution        13.95%     244.027ms        17.63%     308.532ms      92.708us     143.024ms        14.85%     143.024ms      42.976us          3328  
void wgrad_alg0_engine<float, 128, 5, 5, 3, 3, 3, fa...         0.00%       0.000us         0.00%       0.000us       0.000us     113.049ms        11.74%     113.049ms     126.171us           896  
autograd::engine::evaluate_function: MaxPool2DWithIn...         0.33%       5.813ms         1.21%      21.223ms      55.268us       0.000us         0.00%      76.200ms     198.438us           384  
                          MaxPool2DWithIndicesBackward0         0.08%       1.461ms         0.88%      15.410ms      40.130us       0.000us         0.00%      76.200ms     198.438us           384  
                 aten::max_pool2d_with_indices_backward         0.32%       5.572ms         0.80%      13.949ms      36.326us      66.692ms         6.92%      76.200ms     198.438us           384  
void wgrad_alg0_engine<float, 128, 6, 7, 3, 3, 5, fa...         0.00%       0.000us         0.00%       0.000us       0.000us      74.225ms         7.71%      74.225ms      64.431us          1152  
void cudnn::detail::dgrad_engine<float, 512, 6, 5, 3...         0.00%       0.000us         0.00%       0.000us       0.000us      73.417ms         7.62%      73.417ms      57.357us          1280  
void at::native::(anonymous namespace)::max_pool_bac...         0.00%       0.000us         0.00%       0.000us       0.000us      66.692ms         6.92%      66.692ms     173.677us           384  
void cudnn::detail::dgrad_alg1_engine<float, 128, 5,...         0.00%       0.000us         0.00%       0.000us       0.000us      65.288ms         6.78%      65.288ms      72.866us           896  
     autograd::engine::evaluate_function: ReluBackward0         1.14%      19.863ms         6.19%     108.249ms      32.527us       0.000us         0.00%      61.906ms      18.602us          3328  
                                          ReluBackward0         0.80%      13.985ms         5.05%      88.386ms      26.558us       0.000us         0.00%      61.906ms      18.602us          3328  
                               aten::threshold_backward         2.75%      48.195ms         4.25%      74.401ms      22.356us      61.906ms         6.43%      61.906ms      18.602us          3328  
