-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
    autograd::engine::evaluate_function: AddmmBackward0         0.15%      10.046ms        10.64%     736.503ms       1.918ms       0.000us         0.00%        1.947s       5.071ms           384  
                                         AddmmBackward0         0.09%       6.528ms         6.57%     454.885ms       1.185ms       0.000us         0.00%        1.885s       4.910ms           384  
                                               aten::mm         0.25%      17.549ms         6.32%     437.756ms     621.812us        1.885s        27.01%        1.885s       2.678ms           704  
                                             aten::add_         0.33%      22.630ms        16.41%        1.136s     493.153us        1.800s        25.79%        1.800s     781.313us          2304  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us        1.800s        25.79%        1.800s     781.313us          2304  
                                Optimizer.step#SGD.step         0.22%      15.433ms        22.28%        1.542s      24.094ms       0.000us         0.00%        1.605s      25.082ms            64  
                                           aten::linear         0.02%       1.469ms        17.30%        1.197s       3.118ms       0.000us         0.00%        1.439s       3.748ms           384  
                                            aten::addmm         0.18%      12.181ms        17.23%        1.192s       3.105ms        1.439s        20.62%        1.439s       3.748ms           384  
                                     sgemm_128x128x8_TN         0.00%       0.000us         0.00%       0.000us       0.000us     979.433ms        14.03%     979.433ms       7.652ms           128  
                                      sgemm_32x32x32_NN         0.00%       0.000us         0.00%       0.000us       0.000us     883.252ms        12.65%     883.252ms      13.801ms            64  
                                      sgemm_32x32x32_NT         0.00%       0.000us         0.00%       0.000us       0.000us     873.266ms        12.51%     873.266ms      13.645ms            64  
autograd::engine::evaluate_function: torch::autograd...         0.10%       6.735ms         9.20%     636.806ms     829.174us       0.000us         0.00%     600.275ms     781.608us           768  
                        torch::autograd::AccumulateGrad         0.09%       6.261ms         9.10%     630.071ms     820.405us       0.000us         0.00%     600.275ms     781.608us           768  
                                 sgemm_128x128x8_NT_vec         0.00%       0.000us         0.00%       0.000us       0.000us     480.866ms         6.89%     480.866ms       7.514ms            64  
                                             aten::mul_         0.09%       6.354ms        14.65%        1.014s       1.320ms     405.379ms         5.81%     405.379ms     527.837us           768  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     405.379ms         5.81%     405.379ms     527.837us           768  
                                aten::mse_loss_backward         0.03%       2.418ms         0.14%       9.959ms      77.805us     148.382ms         2.13%     342.523ms       2.676ms           128  
                                              aten::mul         0.04%       2.723ms         0.06%       4.136ms      32.312us     297.671ms         4.26%     297.671ms       2.326ms           128  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     297.671ms         4.26%     297.671ms       2.326ms           128  
