-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
    autograd::engine::evaluate_function: AddmmBackward0         2.80%      18.718ms        21.23%     141.957ms     236.595us       0.000us         0.00%     239.074ms     398.457us           600  
                                         AddmmBackward0         1.47%       9.811ms        12.09%      80.810ms     134.683us       0.000us         0.00%     223.538ms     372.563us           600  
                                               aten::mm         5.13%      34.295ms         8.33%      55.684ms      46.403us     223.538ms        28.49%     223.538ms     186.282us          1200  
                                           aten::linear         1.07%       7.180ms        12.53%      83.762ms     139.603us       0.000us         0.00%     170.469ms     284.115us           600  
                                            aten::addmm         5.78%      38.611ms         9.23%      61.714ms     102.857us     170.469ms        21.73%     170.469ms     284.115us           600  
                                maxwell_sgemm_128x64_tn         0.00%       0.000us         0.00%       0.000us       0.000us     134.772ms        17.18%     134.772ms     198.194us           680  
                                maxwell_sgemm_128x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us     109.966ms        14.01%     109.966ms     161.715us           680  
                                              aten::bmm         2.24%      14.949ms         3.33%      22.252ms      38.632us      83.504ms        10.64%      83.504ms     144.972us           576  
                                              aten::add         7.25%      48.477ms        11.49%      76.818ms      30.580us      77.412ms         9.87%      77.412ms      30.817us          2512  
                                              aten::mul         4.34%      29.019ms         6.50%      43.462ms      34.825us      75.513ms         9.62%      75.513ms      60.507us          1248  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      71.841ms         9.16%      71.841ms      25.954us          2768  
                                 sgemm_128x128x8_TN_vec         0.00%       0.000us         0.00%       0.000us       0.000us      67.385ms         8.59%      67.385ms     350.964us           192  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      60.839ms         7.75%      60.839ms      38.024us          1600  
                                maxwell_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us      52.638ms         6.71%      52.638ms      91.385us           576  
                                 sgemm_128x128x8_NT_vec         0.00%       0.000us         0.00%       0.000us       0.000us      51.433ms         6.55%      51.433ms     494.548us           104  
      autograd::engine::evaluate_function: BmmBackward0         0.43%       2.870ms         3.07%      20.551ms     107.036us       0.000us         0.00%      51.268ms     267.021us           192  
                                           BmmBackward0         0.37%       2.443ms         2.64%      17.681ms      92.089us       0.000us         0.00%      51.268ms     267.021us           192  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      42.426ms         5.41%      42.426ms      82.863us           512  
                                 sgemm_128x128x8_NN_vec         0.00%       0.000us         0.00%       0.000us       0.000us      36.821ms         4.69%      36.821ms     383.552us            96  
