-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         1.20%      15.855ms        16.08%     212.763ms     349.939us       0.000us         0.00%     444.752ms     731.500us           608  
                                   ConvolutionBackward0         0.40%       5.323ms        14.32%     189.510ms     311.694us       0.000us         0.00%     432.277ms     710.982us           608  
                             aten::convolution_backward         9.78%     129.381ms        13.92%     184.187ms     302.939us     431.767ms        45.91%     432.277ms     710.982us           608  
                                           aten::conv2d         0.18%       2.427ms         7.04%      93.177ms     153.252us       0.000us         0.00%     180.851ms     297.452us           608  
                                      aten::convolution         0.53%       7.079ms         6.86%      90.750ms     149.260us       0.000us         0.00%     180.851ms     297.452us           608  
                                     aten::_convolution         0.35%       4.621ms         6.32%      83.671ms     137.617us       0.000us         0.00%     180.851ms     297.452us           608  
                                aten::cudnn_convolution         4.60%      60.920ms         5.92%      78.309ms     128.798us     180.347ms        19.17%     180.347ms     296.623us           608  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     130.318ms        13.86%     130.318ms      14.509us          8982  
maxwell_scudnn_winograd_128x128_ldg1_ldg4_relu_tile1...         0.00%       0.000us         0.00%       0.000us       0.000us      91.772ms         9.76%      91.772ms     358.484us           256  
                                             aten::add_         6.07%      80.325ms        10.83%     143.352ms      20.930us      78.095ms         8.30%      78.095ms      11.402us          6849  
                                Optimizer.step#SGD.step         4.01%      53.042ms        12.67%     167.681ms      33.536ms       0.000us         0.00%      72.394ms      14.479ms             5  
                                              aten::add         3.99%      52.863ms         6.09%      80.571ms      30.462us      54.759ms         5.82%      54.759ms      20.703us          2645  
void cudnn::detail::dgrad_engine<float, 512, 6, 5, 3...         0.00%       0.000us         0.00%       0.000us       0.000us      50.940ms         5.42%      50.940ms     254.700us           200  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.82%      10.913ms         5.27%      69.680ms     119.315us       0.000us         0.00%      50.585ms      86.618us           584  
                                CudnnBatchNormBackward0         0.34%       4.448ms         4.44%      58.767ms     100.628us       0.000us         0.00%      50.585ms      86.618us           584  
                        aten::cudnn_batch_norm_backward         2.01%      26.547ms         4.10%      54.319ms      93.012us      50.585ms         5.38%      50.585ms      86.618us           584  
void wgrad_alg0_engine<float, 128, 6, 7, 3, 3, 5, fa...         0.00%       0.000us         0.00%       0.000us       0.000us      43.028ms         4.57%      43.028ms     215.140us           200  
maxwell_scudnn_winograd_128x128_ldg1_ldg4_mobile_rel...         0.00%       0.000us         0.00%       0.000us       0.000us      39.218ms         4.17%      39.218ms     350.161us           112  
