-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: _ReversibleFunc...         0.00%     206.000us        66.23%       10.860s        1.357s       0.000us         0.00%       11.629s        1.454s             8  
                            _ReversibleFunctionBackward         0.54%      88.647ms        66.23%       10.859s        1.357s       0.000us         0.00%       11.629s        1.454s             8  
                                    _ReversibleFunction         0.30%      48.637ms        23.23%        3.809s     476.146ms       0.000us         0.00%        4.284s     535.481ms             8  
                                               aten::mm         0.09%      14.188ms         0.14%      22.883ms      26.003us        3.258s        20.15%        3.258s       3.702ms           880  
                                           aten::matmul         0.03%       4.722ms         0.17%      28.005ms      53.040us       0.000us         0.00%        2.193s       4.154ms           528  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us        2.034s        12.58%        2.034s       1.253ms          1624  
                                              aten::bmm         0.04%       7.067ms         0.06%      10.590ms      25.956us        1.898s        11.74%        1.898s       4.651ms           408  
                                           aten::linear         0.02%       2.853ms         0.20%      33.364ms      62.246us       0.000us         0.00%        1.826s       3.406ms           536  
    autograd::engine::evaluate_function: SliceBackward0         0.02%       4.028ms         0.24%      38.858ms      67.462us       0.000us         0.00%        1.804s       3.131ms           576  
                                 sgemm_128x128x8_NT_vec         0.00%       0.000us         0.00%       0.000us       0.000us        1.738s        10.75%        1.738s       3.243ms           536  
                                            aten::copy_         0.09%      14.982ms        86.38%       14.162s       7.798ms        1.582s         9.78%        1.582s     871.014us          1816  
       autograd::engine::evaluate_function: MmBackward0         0.01%       1.030ms         0.08%      12.796ms      76.167us       0.000us         0.00%        1.394s       8.299ms           168  
                                            MmBackward0         0.01%       1.556ms         0.07%      11.766ms      70.036us       0.000us         0.00%        1.394s       8.299ms           168  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us        1.319s         8.16%        1.319s       2.944ms           448  
                                         SliceBackward0         0.01%       1.211ms         0.19%      31.130ms      54.045us       0.000us         0.00%        1.279s       2.220ms           576  
                                   aten::slice_backward         0.02%       3.107ms         0.18%      29.919ms      51.943us       0.000us         0.00%        1.279s       2.220ms           576  
                                              aten::add         0.06%       9.927ms         0.09%      15.289ms      21.473us        1.135s         7.02%        1.135s       1.594ms           712  
                                              aten::cat         0.10%      16.395ms         0.18%      28.818ms      45.598us        1.106s         6.84%        1.106s       1.751ms           632  
                                        aten::logsumexp         0.02%       3.072ms         0.14%      23.307ms     242.781us       0.000us         0.00%        1.009s      10.508ms            96  
                                  sgemm_32x32x32_TN_vec         0.00%       0.000us         0.00%       0.000us       0.000us     953.554ms         5.90%     953.554ms       4.415ms           216  
