-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.63%      13.423ms        16.84%     360.292ms     556.006us       0.000us         0.00%        1.242s       1.917ms           648  
                                   ConvolutionBackward0         0.27%       5.734ms        16.20%     346.657ms     534.965us       0.000us         0.00%        1.240s       1.914ms           648  
                             aten::convolution_backward         8.86%     189.502ms        15.93%     340.923ms     526.116us        1.212s        49.47%        1.240s       1.914ms           648  
                                           aten::conv2d         0.08%       1.775ms         5.38%     115.083ms     177.597us       0.000us         0.00%     499.881ms     771.421us           648  
                                      aten::convolution         0.25%       5.419ms         5.29%     113.308ms     174.858us       0.000us         0.00%     499.881ms     771.421us           648  
                                     aten::_convolution         0.32%       6.796ms         5.04%     107.889ms     166.495us       0.000us         0.00%     499.881ms     771.421us           648  
                                aten::cudnn_convolution         2.94%      62.990ms         4.04%      86.400ms     133.333us     455.056ms        18.58%     455.056ms     702.247us           648  
void cudnn::ops::genericTranspose_kernel<float, floa...         0.00%       0.000us         0.00%       0.000us       0.000us     347.507ms        14.19%     347.507ms     493.618us           704  
void wgrad_alg0_engine<float, 128, 6, 8, 3, 3, 5, fa...         0.00%       0.000us         0.00%       0.000us       0.000us     255.132ms        10.42%     255.132ms       1.595ms           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     203.696ms         8.32%     203.696ms      22.754us          8952  
                                              aten::mul         2.20%      47.093ms         3.38%      72.402ms      30.370us     180.719ms         7.38%     180.719ms      75.805us          2384  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     170.526ms         6.96%     170.526ms      40.757us          4184  
      autograd::engine::evaluate_function: MulBackward0         0.73%      15.584ms         3.93%      84.036ms      62.157us       0.000us         0.00%     147.315ms     108.961us          1352  
                                Optimizer.step#SGD.step         3.11%      66.484ms        57.03%        1.220s     152.543ms       0.000us         0.00%     140.760ms      17.595ms             8  
                                             aten::add_         3.16%      67.684ms        20.85%     446.283ms      71.520us     135.446ms         5.53%     135.446ms      21.706us          6240  
                                           MulBackward0         0.30%       6.315ms         2.73%      58.341ms      43.152us       0.000us         0.00%     132.509ms      98.010us          1352  
                                              aten::add         2.06%      44.098ms        22.62%     484.036ms     144.058us     113.075ms         4.62%     113.075ms      33.653us          3360  
              maxwell_scudnn_128x64_relu_interior_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us     106.247ms         4.34%     106.247ms     664.044us           160  
