-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.25%       9.101ms         3.88%     141.124ms     339.240us       0.000us         0.00%        1.883s       4.526ms           416  
                                   ConvolutionBackward0         0.12%       4.223ms         3.54%     128.545ms     309.002us       0.000us         0.00%        1.868s       4.490ms           416  
                             aten::convolution_backward         2.30%      83.452ms         3.42%     124.322ms     298.851us        1.868s        51.26%        1.868s       4.490ms           416  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     541.002ms        14.85%     541.002ms       3.978ms           136  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.24%       8.863ms         1.61%      58.457ms     140.522us       0.000us         0.00%     506.768ms       1.218ms           416  
                                CudnnBatchNormBackward0         0.09%       3.121ms         1.36%      49.594ms     119.216us       0.000us         0.00%     506.768ms       1.218ms           416  
                        aten::cudnn_batch_norm_backward         0.60%      21.923ms         1.28%      46.473ms     111.714us     506.768ms        13.91%     506.768ms       1.218ms           416  
                                           aten::conv2d         0.03%       1.154ms         1.14%      41.350ms      99.399us       0.000us         0.00%     496.980ms       1.195ms           416  
                                      aten::convolution         0.10%       3.491ms         1.11%      40.196ms      96.625us       0.000us         0.00%     496.980ms       1.195ms           416  
                                     aten::_convolution         0.07%       2.504ms         1.01%      36.705ms      88.233us       0.000us         0.00%     496.980ms       1.195ms           416  
                                aten::_conv_depthwise2d         0.04%       1.293ms         0.10%       3.699ms      27.199us     310.409ms         8.52%     310.409ms       2.282ms           136  
                                       aten::batch_norm         0.02%     773.000us         0.84%      30.401ms      73.079us       0.000us         0.00%     301.068ms     723.721us           416  
                           aten::_batch_norm_impl_index         0.03%       1.125ms         0.82%      29.628ms      71.221us       0.000us         0.00%     301.068ms     723.721us           416  
                                 aten::cudnn_batch_norm         0.40%      14.451ms         0.78%      28.503ms      68.517us     301.068ms         8.26%     301.068ms     723.721us           416  
void wgrad_alg0_engine<float, 128, 5, 5, 3, 3, 3, fa...         0.00%       0.000us         0.00%       0.000us       0.000us     291.499ms         8.00%     291.499ms       4.049ms            72  
     autograd::engine::evaluate_function: ReluBackward0         0.10%       3.528ms         0.48%      17.370ms      62.036us       0.000us         0.00%     243.781ms     870.646us           280  
                                          ReluBackward0         0.06%       2.278ms         0.38%      13.842ms      49.436us       0.000us         0.00%     243.781ms     870.646us           280  
                               aten::threshold_backward         0.21%       7.584ms         0.32%      11.564ms      41.300us     243.781ms         6.69%     243.781ms     870.646us           280  
