-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         1.40%      13.220ms        21.82%     206.556ms     318.759us       0.000us         0.00%     327.017ms     504.656us           648  
                                   ConvolutionBackward0         0.62%       5.859ms        20.12%     190.453ms     293.909us       0.000us         0.00%     325.753ms     502.705us           648  
                             aten::convolution_backward        12.20%     115.466ms        19.50%     184.594ms     284.867us     324.320ms        45.68%     325.753ms     502.705us           648  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us      85.930ms        12.10%      85.930ms     671.328us           128  
                                           aten::conv2d         0.32%       3.020ms        11.54%     109.244ms     168.586us       0.000us         0.00%      81.737ms     126.137us           648  
                                      aten::convolution         0.95%       8.960ms        11.22%     106.224ms     163.926us       0.000us         0.00%      81.737ms     126.137us           648  
                                     aten::_convolution         0.80%       7.572ms        10.27%      97.264ms     150.099us       0.000us         0.00%      81.737ms     126.137us           648  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.83%       7.900ms         5.42%      51.321ms     130.921us       0.000us         0.00%      68.106ms     173.740us           392  
                                CudnnBatchNormBackward0         0.29%       2.771ms         4.59%      43.421ms     110.768us       0.000us         0.00%      68.106ms     173.740us           392  
                        aten::cudnn_batch_norm_backward         2.07%      19.618ms         4.29%      40.650ms     103.699us      68.106ms         9.59%      68.106ms     173.740us           392  
                                            aten::silu_         0.82%       7.785ms         3.50%      33.157ms      84.584us      26.894ms         3.79%      53.761ms     137.145us           392  
                                aten::_conv_depthwise2d         0.20%       1.899ms         0.59%       5.628ms      43.969us      47.240ms         6.65%      47.240ms     369.062us           128  
                                       aten::batch_norm         0.13%       1.237ms         4.94%      46.790ms     119.362us       0.000us         0.00%      44.947ms     114.661us           392  
                           aten::_batch_norm_impl_index         0.19%       1.760ms         4.81%      45.553ms     116.207us       0.000us         0.00%      44.947ms     114.661us           392  
                                 aten::cudnn_batch_norm         2.25%      21.290ms         4.63%      43.793ms     111.717us      44.947ms         6.33%      44.947ms     114.661us           392  
     autograd::engine::evaluate_function: SiluBackward0         0.55%       5.221ms         2.19%      20.757ms      52.952us       0.000us         0.00%      40.016ms     102.082us           392  
                                          SiluBackward0         0.21%       1.968ms         1.64%      15.536ms      39.633us       0.000us         0.00%      40.016ms     102.082us           392  
                                    aten::silu_backward         0.90%       8.552ms         1.43%      13.568ms      34.612us      40.016ms         5.64%      40.016ms     102.082us           392  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      40.016ms         5.64%      40.016ms     102.082us           392  
