-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
    autograd::engine::evaluate_function: AddmmBackward0         0.66%      17.108ms        14.08%     364.058ms     606.763us       0.000us         0.00%     900.523ms       1.501ms           600  
                                         AddmmBackward0         0.35%       8.982ms         7.93%     205.154ms     341.923us       0.000us         0.00%     862.258ms       1.437ms           600  
                                               aten::mm         1.01%      26.227ms         7.08%     183.186ms     152.655us     862.258ms        32.23%     862.258ms     718.548us          1200  
                                           aten::linear         0.16%       4.025ms         8.78%     227.140ms     378.567us       0.000us         0.00%     531.877ms     886.462us           600  
                                            aten::addmm         0.73%      18.815ms         8.29%     214.280ms     357.133us     531.877ms        19.88%     531.877ms     886.462us           600  
                                 sgemm_128x128x8_NT_vec         0.00%       0.000us         0.00%       0.000us       0.000us     501.892ms        18.76%     501.892ms     847.791us           592  
                                 sgemm_128x128x8_NN_vec         0.00%       0.000us         0.00%       0.000us       0.000us     426.858ms        15.95%     426.858ms     730.921us           584  
                                              aten::mul         0.84%      21.620ms         9.01%     232.947ms     186.656us     298.902ms        11.17%     298.902ms     239.505us          1248  
                                              aten::bmm         0.44%      11.348ms         4.04%     104.508ms     181.438us     264.386ms         9.88%     264.386ms     459.003us           576  
                                 sgemm_128x128x8_TN_vec         0.00%       0.000us         0.00%       0.000us       0.000us     259.963ms         9.72%     259.963ms       1.354ms           192  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     215.338ms         8.05%     215.338ms     134.586us          1600  
                                              aten::add         1.55%      39.964ms        11.60%     300.112ms     119.471us     213.047ms         7.96%     213.047ms      84.812us          2512  
                                maxwell_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     196.056ms         7.33%     196.056ms     340.375us           576  
      autograd::engine::evaluate_function: BmmBackward0         0.10%       2.651ms         2.14%      55.250ms     287.760us       0.000us         0.00%     169.241ms     881.464us           192  
                                           BmmBackward0         0.09%       2.227ms         2.03%      52.599ms     273.953us       0.000us         0.00%     169.241ms     881.464us           192  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     167.387ms         6.26%     167.387ms     326.928us           512  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     165.641ms         6.19%     165.641ms      60.015us          2760  
      autograd::engine::evaluate_function: MulBackward0         0.21%       5.534ms         4.51%     116.619ms     280.334us       0.000us         0.00%     140.158ms     336.918us           416  
                                           aten::matmul         0.08%       2.196ms         4.47%     115.697ms     602.589us       0.000us         0.00%     115.739ms     602.807us           192  
