-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.98%       8.161ms        19.75%     164.158ms     205.197us       0.000us         0.00%     400.338ms     500.423us           800  
                                   ConvolutionBackward0         0.56%       4.688ms        18.77%     155.997ms     194.996us       0.000us         0.00%     400.338ms     500.423us           800  
                             aten::convolution_backward        12.68%     105.398ms        18.20%     151.309ms     189.136us     400.338ms        43.20%     400.338ms     500.423us           800  
                                      aten::convolution         0.76%       6.335ms        10.81%      89.869ms     112.336us       0.000us         0.00%     368.353ms     460.441us           800  
                                     aten::_convolution         0.50%       4.145ms        10.05%      83.534ms     104.418us       0.000us         0.00%     368.353ms     460.441us           800  
                                           aten::conv2d         0.21%       1.771ms         8.72%      72.494ms     120.823us       0.000us         0.00%     298.902ms     498.170us           600  
                                aten::cudnn_convolution         5.74%      47.680ms         7.55%      62.750ms     104.583us     298.902ms        32.25%     298.902ms     498.170us           600  
void implicit_convolve_sgemm<float, float, 1024, 5, ...         0.00%       0.000us         0.00%       0.000us       0.000us     261.286ms        28.19%     261.286ms     181.449us          1440  
void cudnn::detail::dgrad_engine<float, 128, 6, 7, 3...         0.00%       0.000us         0.00%       0.000us       0.000us     212.607ms        22.94%     212.607ms     664.397us           320  
void precomputed_convolve_sgemm<float, 1024, 5, 5, 4...         0.00%       0.000us         0.00%       0.000us       0.000us     114.826ms        12.39%     114.826ms     260.968us           440  
      maxwell_scudnn_128x64_stridedB_splitK_large_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us     104.916ms        11.32%     104.916ms     218.575us           480  
                               Optimizer.step#Adam.step         6.79%      56.471ms        21.88%     181.842ms       2.273ms       0.000us         0.00%      90.455ms       1.131ms            80  
                                 aten::conv_transpose2d         0.08%     661.000us         2.38%      19.807ms      99.035us       0.000us         0.00%      69.451ms     347.255us           200  
                      aten::cudnn_convolution_transpose         1.57%      13.064ms         2.00%      16.639ms      83.195us      69.451ms         7.49%      69.451ms     347.255us           200  
                                             aten::add_         5.20%      43.195ms         9.93%      82.527ms      15.749us      49.019ms         5.29%      49.019ms       9.355us          5240  
void cudnn::detail::dgrad_engine<float, 512, 6, 5, 3...         0.00%       0.000us         0.00%       0.000us       0.000us      43.694ms         4.71%      43.694ms     109.235us           400  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      39.210ms         4.23%      39.210ms      13.806us          2840  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      27.907ms         3.01%      27.907ms       9.302us          3000  
