-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.26%       8.672ms         8.02%     272.112ms     607.393us       0.000us         0.00%        1.802s       4.023ms           448  
                                   ConvolutionBackward0         0.12%       3.974ms         7.76%     263.440ms     588.036us       0.000us         0.00%        1.802s       4.023ms           448  
                             aten::convolution_backward         5.60%     190.076ms         7.65%     259.466ms     579.165us        1.781s        48.38%        1.802s       4.023ms           448  
                                           aten::conv2d         0.04%       1.518ms         6.40%     217.032ms     411.045us       0.000us         0.00%        1.356s       2.567ms           528  
                                      aten::convolution         0.12%       4.131ms         6.35%     215.514ms     408.170us       0.000us         0.00%        1.356s       2.567ms           528  
                                     aten::_convolution         0.16%       5.488ms         6.23%     211.383ms     400.347us       0.000us         0.00%        1.356s       2.567ms           528  
                                aten::cudnn_convolution         2.61%      88.476ms         5.03%     170.843ms     323.566us        1.291s        35.08%        1.291s       2.446ms           528  
             maxwell_scudnn_128x64_stridedB_small_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us     554.694ms        15.07%     554.694ms       1.475ms           376  
void cudnn::cnn::wgrad_alg1_engine<float, float, 128...         0.00%       0.000us         0.00%       0.000us       0.000us     538.727ms        14.64%     538.727ms       5.612ms            96  
void implicit_convolve_sgemm<float, float, 1024, 5, ...         0.00%       0.000us         0.00%       0.000us       0.000us     525.463ms        14.28%     525.463ms       1.564ms           336  
    maxwell_scudnn_128x128_stridedB_splitK_medium_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us     301.040ms         8.18%     301.040ms       1.710ms           176  
                 maxwell_scudnn_128x64_relu_small_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us     297.428ms         8.08%     297.428ms       1.549ms           192  
void cudnn::detail::dgrad_alg1_engine<float, 128, 5,...         0.00%       0.000us         0.00%       0.000us       0.000us     223.159ms         6.06%     223.159ms       9.298ms            24  
        maxwell_scudnn_128x128_3dconv_fprop_small_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us     131.911ms         3.58%     131.911ms       2.061ms            64  
                 maxwell_scudnn_128x32_relu_small_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us     123.021ms         3.34%     123.021ms       1.281ms            96  
void precomputed_convolve_sgemm<float, 1024, 5, 5, 4...         0.00%       0.000us         0.00%       0.000us       0.000us     116.611ms         3.17%     116.611ms       1.822ms            64  
                                             aten::add_         1.07%      36.183ms        10.56%     358.310ms     103.200us     105.123ms         2.86%     105.123ms      30.277us          3472  
                               Optimizer.step#Adam.step         1.68%      56.992ms        34.32%        1.165s     145.585ms       0.000us         0.00%     103.552ms      12.944ms             8  
