-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                           aten::conv2d         0.18%     525.000us         8.12%      23.412ms     108.389us       0.000us         0.00%     106.978ms     495.269us           216  
                                      aten::convolution         0.28%     800.000us         7.93%      22.887ms     105.958us       0.000us         0.00%     106.978ms     495.269us           216  
                                     aten::_convolution         0.42%       1.224ms         7.66%      22.087ms     102.255us       0.000us         0.00%     106.978ms     495.269us           216  
                                aten::cudnn_convolution         5.38%      15.527ms         6.88%      19.835ms      91.829us      98.492ms        36.43%      98.492ms     455.981us           216  
                                            aten::copy_         0.43%       1.229ms        77.82%     224.469ms       1.403ms      77.392ms        28.62%      77.392ms     483.700us           160  
                                               aten::to         0.08%     243.000us        78.18%     225.507ms       1.566ms       0.000us         0.00%      73.724ms     511.972us           144  
                                         aten::_to_copy         0.19%     560.000us        78.09%     225.264ms       1.656ms       0.000us         0.00%      73.724ms     542.088us           136  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us      69.007ms        25.52%      69.007ms       2.156ms            32  
                 maxwell_scudnn_128x64_relu_small_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us      23.400ms         8.65%      23.400ms     731.250us            32  
                 maxwell_scudnn_128x32_relu_small_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us      22.425ms         8.29%      22.425ms     700.781us            32  
                                             aten::relu         0.25%     709.000us         1.48%       4.271ms      22.245us       0.000us         0.00%      18.463ms      96.161us           192  
                                        aten::clamp_min         0.77%       2.221ms         1.23%       3.562ms      18.552us      18.463ms         6.83%      18.463ms      96.161us           192  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      18.463ms         6.83%      18.463ms      96.161us           192  
                                       aten::batch_norm         0.12%     333.000us         3.16%       9.106ms      54.202us       0.000us         0.00%      16.984ms     101.095us           168  
                           aten::_batch_norm_impl_index         0.14%     411.000us         3.04%       8.773ms      52.220us       0.000us         0.00%      16.984ms     101.095us           168  
                                 aten::cudnn_batch_norm         1.31%       3.786ms         2.90%       8.362ms      49.774us      16.984ms         6.28%      16.984ms     101.095us           168  
void cudnn::bn_fw_inf_1C11_kernel_NCHW<float, float,...         0.00%       0.000us         0.00%       0.000us       0.000us      16.984ms         6.28%      16.984ms     101.095us           168  
maxwell_scudnn_winograd_128x128_ldg1_ldg4_mobile_rel...         0.00%       0.000us         0.00%       0.000us       0.000us      15.456ms         5.72%      15.456ms     322.000us            48  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      14.992ms         5.54%      14.992ms     170.364us            88  
