-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
    autograd::engine::evaluate_function: AddmmBackward0         1.13%      10.502ms         9.96%      92.479ms     235.916us       0.000us         0.00%     360.575ms     919.834us           392  
                                         AddmmBackward0         0.73%       6.785ms         5.91%      54.880ms     140.000us       0.000us         0.00%     336.671ms     858.855us           392  
                                               aten::mm         2.50%      23.260ms         4.07%      37.802ms      48.217us     336.671ms        33.00%     336.671ms     429.427us           784  
                                           aten::linear         0.42%       3.884ms         7.84%      72.790ms     185.689us       0.000us         0.00%     205.796ms     524.990us           392  
                                            aten::addmm         2.16%      20.048ms         6.50%      60.406ms     154.097us     205.796ms        20.17%     205.796ms     524.990us           392  
                                 sgemm_128x128x8_NT_vec         0.00%       0.000us         0.00%       0.000us       0.000us     188.701ms        18.49%     188.701ms     491.409us           384  
                                 sgemm_128x128x8_NN_vec         0.00%       0.000us         0.00%       0.000us       0.000us     181.191ms        17.76%     181.191ms     471.852us           384  
                                maxwell_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     114.874ms        11.26%     114.874ms     293.046us           392  
                                              aten::bmm         1.54%      14.323ms         3.18%      29.513ms      51.238us     106.043ms        10.39%     106.043ms     184.102us           576  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     104.686ms        10.26%     104.686ms      17.926us          5840  
                                              aten::add         4.98%      46.237ms         8.08%      75.089ms      34.131us      76.569ms         7.50%      76.569ms      34.804us          2200  
      autograd::engine::evaluate_function: BmmBackward0         0.33%       3.057ms         2.35%      21.823ms     113.661us       0.000us         0.00%      70.819ms     368.849us           192  
                                           BmmBackward0         0.28%       2.557ms         2.02%      18.766ms      97.740us       0.000us         0.00%      70.819ms     368.849us           192  
autograd::engine::evaluate_function: SelectBackward0...         0.58%       5.381ms         4.41%      41.005ms     138.530us       0.000us         0.00%      65.784ms     222.243us           296  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      59.223ms         5.80%      59.223ms      54.836us          1080  
                               maxwell_sgemm_128x128_nt         0.00%       0.000us         0.00%       0.000us       0.000us      52.471ms         5.14%      52.471ms     546.573us            96  
                                            aten::copy_         1.41%      13.103ms         3.81%      35.397ms      39.861us      50.790ms         4.98%      50.790ms      57.196us           888  
                                           aten::matmul         0.33%       3.094ms         4.56%      42.349ms     220.568us       0.000us         0.00%      50.613ms     263.609us           192  
                                Optimizer.step#SGD.step         6.32%      58.701ms        21.96%     203.965ms      25.496ms       0.000us         0.00%      44.622ms       5.578ms             8  
