67220,NVIDIAGeForceRTX2080Ti,1654702649,E,2022-06-09 00:13:59,2022-06-09 00:33:57,2022-06-09T02:51:48Z
67221,NVIDIAGeForceGTX1080,1654702955,E,2022-06-09 00:14:31,2022-06-09 00:52:55,2022-06-09T03:22:19Z
67222,NVIDIAGeForceGTX1080,1654703404,E,2022-06-09 00:14:58,2022-06-09 00:57:11,2022-06-09T05:30:40Z
67223,NVIDIAGeForceGTX1080,1654702829,E,2022-06-09 00:20:05,2022-06-09 01:04:25,2022-06-09T03:49:43Z
67224,NVIDIAGeForceRTX2080Ti,1654702798,E,2022-06-09 00:26:42,,2022-06-09T03:29:13Z
67225,NVIDIAGeForceRTX2080Ti,1654702892,E,2022-06-09 00:27:33,,2022-06-09T04:09:52Z
67228,NVIDIATITANRTX,1654703137,E,2022-06-09 00:32:11,2022-06-09 01:06:22,2022-06-09T04:58:07Z
67230,NVIDIAGeForceRTX2080Ti,1654702137,E,2022-06-09 00:28:06,2022-06-09 01:00:25,2022-06-09T02:14:12Z
67231,NVIDIATITANRTX,1654703165,E,2022-06-09 01:06:52,2022-06-09 01:44:26,2022-06-09T06:03:33Z
67232,NVIDIATITANRTX,1654702535,E,2022-06-09 01:45:04,2022-06-09 02:21:26,2022-06-09T03:37:31Z
67233,NVIDIATITANRTX,1654703227,E,2022-06-09 02:21:49,2022-06-09 03:06:30,2022-06-09T08:07:34Z
67234,NVIDIAGeForceRTX2080Ti,1654702712,E,2022-06-09 00:34:41,2022-06-09 01:14:52,2022-06-09T04:41:31Z
67236,NVIDIAGeForceGTX1080,1654702988,E,,,2022-06-09T07:53:10Z
